modelo,combustivel,ano,quilometragem,final de placa,carroceria,cor,ar condicionado,direcao,vidro eletrico,teto solar,alarme,rodas,retrovisores,computador de bordo
['C 200'],['Gasolina'],['2015/2015'],['34.300'],['1'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['LOGAN'],['Gasolina'],['2019/2020'],['50.288'],['8'],['Sedã'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ZAFIRA'],['Gasolina e álcool'],['2011/2012'],['108.000'],['6'],['Minivan'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['nao']
['KICKS'],['Gasolina e álcool'],['2017/2018'],['38.967'],['9'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2016/2017'],['59.347'],['7'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['45.748'],['3'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['SPIN'],['Gasolina e álcool'],['2019/2020'],['21.086'],['6'],['Minivan'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['COROLLA'],['Gasolina e álcool'],['2018/2019'],['28.222'],['0'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['VIRTUS'],['Gasolina e álcool'],['2018/2018'],['23.500'],['5'],['Sedã'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['AMAROK'],['Diesel'],['2017/2018'],['75.913'],['7'],['Picape'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FRONTIER'],['Diesel'],['2015/2015'],['136.700'],['6'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['70.373'],['1'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['TIGGO 8'],['Gasolina'],['2021/2022'],['100'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['AMAROK'],['Diesel'],['2017/2018'],['74.886'],['7'],['Picape'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOL'],['Gasolina e álcool'],['2014/2015'],['72.000'],['2'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['JETTA'],['Gasolina'],['2011/2011'],['118.000'],['8'],['Perua/SW'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TIGGO 8'],['Gasolina'],['2021/2022'],['100'],['1'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['T50'],['Gasolina'],['2019/2020'],['20.780'],['3'],['Utilitário esportivo'],['Branco'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['C 180'],['Gasolina'],['2015/2016'],['54.000'],['3'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['TIGGO 8'],['Gasolina'],['2021/2022'],['100'],['2'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2019/2020'],['46.159'],['6'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['FIORINO'],['Gasolina e álcool'],['2019/2020'],['46.612'],['9'],['Van/Utilitário'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2014/2015'],['79.000'],['8'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['A5'],['Gasolina'],['2018/2019'],['26.843'],['2'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2019/2019'],['43.903'],['6'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HB20S'],['Gasolina e álcool'],['2018/2019'],['16.800'],['2'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['T-CROSS'],['Gasolina e álcool'],['2020/2020'],['7.075'],['7'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['NIVUS'],['Gasolina e álcool'],['2020/2021'],['100'],['6'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2018/2019'],['30.000'],['9'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GLA 200'],['Gasolina e álcool'],['2019/2019'],['2.806'],['5'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HB20S'],['Gasolina e álcool'],['2015/2016'],['42.000'],['4'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['S10'],['Diesel'],['2018/2018'],['54.059'],['4'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['ECOSPORT'],['Gasolina e álcool'],['2015/2015'],['105.470'],['3'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SAVEIRO'],['Gasolina e álcool'],['2016/2017'],['70.000'],['8'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['A 200'],['Gasolina'],['2020/2020'],['14.730'],['6'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KWID'],['Gasolina e álcool'],['2019/2020'],['17.192'],['3'],['Hatchback'],['Bege'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['COROLLA'],"['Gasolina, álcool e gás natural']",['2011/2012'],['85.000'],['4'],['Sedã'],['Preto'],['sim'],[''],['nao'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CRETA'],['Gasolina e álcool'],['2017/2017'],['58.650'],['9'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['ARGO'],['Gasolina e álcool'],['2019/2019'],['45.386'],['4'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['COBALT'],['Gasolina e álcool'],['2019/2020'],['45.000'],['9'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['VIRTUS'],['Gasolina e álcool'],['2020/2020'],['47.051'],['1'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],[''],['Retrovisores elétricos'],['Computador de bordo']
['SPORTAGE'],['Gasolina e álcool'],['2019/2020'],['9.000'],['5'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['320i'],['Gasolina e álcool'],['2016/2017'],['65.000'],['7'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['PANAMERA'],['Gasolina'],['2011/2012'],['26.800'],['0'],['Cupê'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOL'],['Gasolina e álcool'],['2011/2012'],['150.000'],['1'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['TIGUAN'],['Gasolina e álcool'],['2018/2018'],['9.188'],['8'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ASX'],['Gasolina e álcool'],['2019/2020'],['9.000'],['7'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['C 250'],['Gasolina'],['2013/2013'],['54.000'],['5'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['nao'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['LANCER'],['Gasolina'],['2012/2012'],['163.000'],['7'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DOBLÒ'],['Gasolina e álcool'],['2017/2017'],['31.000'],['6'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2020'],['48.660'],['6'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['DISCOVERY SPORT'],['Diesel'],['2017/2017'],['98.000'],['0'],['Utilitário esportivo'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['44.842'],['6'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['TRACKER'],['Gasolina'],['2019/2019'],['50.506'],['9'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['sim'],['sim'],['sim'],[''],[''],['Computador de bordo']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['50.230'],['5'],['Sedã'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['COMPASS'],['Gasolina e álcool'],['2018/2018'],['43.000'],['5'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['BOXER'],['Diesel'],['2009/2010'],['198.900'],['8'],['Van/Utilitário'],['Branco'],['sim'],['Direção hidráulica'],['nao'],['nao'],['sim'],[''],[''],['nao']
['HILUX'],['Diesel'],['2017/2018'],['45.726'],['4'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['nao'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HB20'],['Gasolina e álcool'],['2015/2015'],['53.329'],['4'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['M3'],['Gasolina'],['2012/2012'],['61.000'],['0'],['Sedã'],['Preto'],['nao'],[''],['nao'],['sim'],['nao'],[''],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['40.616'],['2'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['CELTA'],['Gasolina e álcool'],['2014/2015'],['54.000'],['5'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['LIVINA'],['Gasolina e álcool'],['2011/2012'],['56.000'],['7'],['Minivan'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['WR-V'],['Gasolina e álcool'],['2017/2018'],['51.000'],['0'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['DISCOVERY SPORT'],['Gasolina'],['2018/2018'],['23.850'],['8'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COOPER'],['Gasolina'],['2019/2020'],['43.000'],['9'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['208'],['Gasolina e álcool'],['2013/2014'],['65.407'],['6'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['37.902'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['POLO'],['Gasolina e álcool'],['2018/2019'],['22.000'],['3'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['57.365'],['3'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['FREEMONT'],['Gasolina'],['2013/2014'],['110.000'],['1'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['KA'],['Gasolina e álcool'],['2017/2018'],['47.950'],['2'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['A3'],['Gasolina e álcool'],['2017/2017'],['72.000'],['7'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TORO'],['Gasolina e álcool'],['2019/2019'],['26.500'],['9'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['LOGAN'],['Gasolina e álcool'],['2015/2015'],['76.106'],['2'],['Sedã'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['C 180'],['Gasolina'],['2011/2012'],['69.000'],['3'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['CRUZE'],['Gasolina e álcool'],['2019/2020'],['15.500'],['7'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FLUENCE'],"['Gasolina, álcool e gás natural']",['2015/2016'],['70.129'],['6'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['HILUX'],['Diesel'],['2018/2019'],['35.000'],['2'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['PICANTO'],['Gasolina e álcool'],['2013/2014'],['92.305'],['7'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['ARRIZO 5'],['Gasolina e álcool'],['2019/2020'],['8.120'],['0'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FRONTIER'],['Diesel'],['2015/2015'],['175.091'],['4'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['X1'],['Gasolina'],['2012/2013'],['57.000'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['TORO'],['Diesel'],['2019/2020'],['24.000'],['9'],['Picape'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['50.978'],['3'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['PALIO'],['Gasolina e álcool'],['2014/2014'],['80.000'],['1'],['Hatchback'],['Prata'],['nao'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['HILUX SW4'],['Diesel'],['2019/2019'],['49.000'],['7'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['GLC 43 AMG'],['Gasolina'],['2017/2017'],['43.500'],['1'],['Utilitário esportivo'],['Marrom'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2019'],['52.123'],['0'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['KA'],['Gasolina e álcool'],['2019/2020'],['47.027'],['8'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['KA'],['Gasolina e álcool'],['2019/2020'],['15.571'],['6'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['VERSA'],['Gasolina e álcool'],['2018/2018'],['39.000'],['1'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KOMBI'],['Gasolina'],['1995/1996'],['25.700'],['2'],['Picape'],['Laranja'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['COROLLA'],['Gasolina e álcool'],['2019/2019'],['45.648'],['8'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ELANTRA'],['Gasolina'],['2011/2012'],['150.000'],['2'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2017/2018'],['43.569'],['6'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['SANTA FÉ'],['Gasolina'],['2010/2011'],['89.000'],['7'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TIGUAN'],['Gasolina e álcool'],['2020/2021'],['100'],['7'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['sim'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['50.395'],['1'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['CIVIC'],['Gasolina e álcool'],['2018/2018'],['50.000'],['7'],['Sedã'],['Preto'],['sim'],[''],['nao'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['FUSION'],['Gasolina'],['2014/2015'],['51.265'],['5'],['Sedã'],['Prata'],['sim'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['FREEMONT'],['Gasolina'],['2014/2014'],['42.000'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2017/2018'],['68.911'],['7'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SORENTO'],['Gasolina'],['2014/2015'],['67.000'],['7'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2015/2015'],['78.000'],['4'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['43.382'],['7'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['HILUX SW4'],['Gasolina e álcool'],['2017/2017'],['109.000'],['8'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['C 43 AMG'],['Gasolina'],['2017/2017'],['28.000'],['8'],['Cupê'],['Prata'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RANGE ROVER SPORT'],['Diesel'],['2010/2010'],['86.000'],['3'],['Utilitário esportivo'],['Preto'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['CAYENNE'],['Gasolina'],['2013/2014'],['52.800'],['4'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['408'],['Gasolina e álcool'],['2011/2012'],['114.000'],['6'],['Sedã'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FLUENCE'],['Gasolina e álcool'],['2014/2014'],['49.800'],['2'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['GOLF'],['Gasolina'],['2015/2015'],['78.000'],['5'],['Perua/SW'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HILUX'],['Diesel'],['2020/2020'],['12.000'],['6'],['Picape'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['NIVUS'],['Gasolina e álcool'],['2021/2021'],['1.352'],['2'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['RANGE ROVER EVOQUE'],['Gasolina'],['2013/2013'],['83.612'],['5'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2016/2016'],['97.864'],['6'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['208'],['Gasolina e álcool'],['2016/2016'],['70.000'],['9'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ASTRA'],['Gasolina e álcool'],['2007/2007'],['120.000'],['4'],['Hatchback'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['KA'],['Gasolina e álcool'],['2019/2020'],['15.000'],['0'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['KWID'],['Gasolina e álcool'],['2019/2020'],['38.666'],['9'],['Hatchback'],['Vinho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['GOLF'],['Gasolina e álcool'],['2017/2017'],['28.841'],['4'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['TIGGO 2'],['Gasolina e álcool'],['2018/2019'],['53.173'],['4'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['MARCH'],['Gasolina e álcool'],['2017/2017'],['40.449'],['7'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['KA'],['Gasolina e álcool'],['2018/2019'],['33.332'],['2'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2016/2017'],['86.160'],['3'],['Utilitário esportivo'],['Prata'],['nao'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['CRETA'],['Gasolina e álcool'],['2017/2018'],['96.290'],['9'],['Utilitário esportivo'],['Vermelho'],['sim'],['Direção hidráulica'],['nao'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CITY'],['Gasolina e álcool'],['2020/2021'],['960'],['1'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2016/2017'],['51.897'],['3'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['540i'],['Gasolina'],['2017/2018'],['22.000'],['5'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COMPASS'],['Gasolina e álcool'],['2018/2019'],['31.000'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2020'],['26.346'],['7'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['43.658'],['4'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['XC90'],['Gasolina'],['2018/2018'],['56.500'],['9'],['Utilitário esportivo'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2014/2015'],['116.000'],['8'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
